"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"7755"	"Sag, dass du es nicht möchtest"	"7755.wav"	"i don't know these jeans"	"i don't know these jeans"	"incorrect"	"incorrect"
"7756"	"Sag, dass du es nicht möchtest"	"7756.wav"	"i don't know this"	"i don't know this"	"incorrect"	"incorrect"
"7757"	"Sag, dass du es nicht möchtest"	"7757.wav"	"i don't want this"	"i don't want this"	"correct"	"correct"
"7758"	"Sag: Mir geht es gut"	"7758.wav"	"i'm good"	"i'm good"	"correct"	"correct"
"7759"	"Frag: Stiefel"	"7759.wav"	"i am looking for boots"	"i am looking for boots"	"correct"	"correct"
"7760"	"Frag: weisse Stiefel"	"7760.wav"	"can i have white boots"	"can i have white boots"	"correct"	"correct"
"7761"	"Frag: Grösse 41"	"7761.wav"	"i am a forty-one"	"i am a forty-one"	"correct"	"correct"
"7762"	"Frag: ein Hemd"	"7762.wav"	"can i have a shirt"	"can i have a shirt"	"correct"	"correct"
"7763"	"Frag: ein Ticket nach London"	"7763.wav"	"one ticket to london"	"one ticket to london"	"correct"	"correct"
"7764"	"Sag: Ich möchte um 21 Uhr morgen abreisen"	"7764.wav"	"i want to leave at nine o'clock tomorrow"	"i want to leave at nine o'clock tomorrow"	"correct"	"correct"
"7765"	"Sag: Ich heisse Paul"	"7765.wav"	"my name is paul"	"my name is paul*z"	"correct"	"correct"
"7766"	"Sag: Ich heisse Paul"	"7766.wav"	"my name is paul"	"my name is paul"	"correct"	"correct"
"7767"	"Sag: Ich bin aus Schottland"	"7767.wav"	"i'm from scotland"	"i'm from scotland"	"correct"	"correct"
"7768"	"Frag: Zimmer für 7 Nächte"	"7768.wav"	"a room for seven nights"	"a room for seven nights"	"correct"	"correct"
"7769"	"Frag: Doppelzimmer"	"7769.wav"	"a double room"	"a double room"	"correct"	"correct"
"7770"	"Frag: Doppelzimmer"	"7770.wav"	"double room"	"double room"	"correct"	"correct"
"7771"	"Frag: Doppelzimmer"	"7771.wav"	"double room"	"double room"	"correct"	"correct"
"7772"	"Sag: Ich möchte mit Visa bezahlen"	"7772.wav"	"can i pay with visa"	"can i pay with visa*z"	"correct"	"correct"
"7774"	"Sag: Ich möchte mit Euros bezahlen"	"7774.wav"	"can i pay with euros"	"can i pay with euros"	"correct"	"correct"
"7776"	"Frag: Gibt es einen Coiffeur?"	"7776.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"7778"	"Sag: Ich habe keine Reservation"	"7778.wav"	"no i do not have a reservation"	"no i do not have a reservation"	"correct"	"correct"
"7779"	"Frag: Zimmer für 3 Nächte"	"7779.wav"	"a room for three nights"	"a room for three nights"	"correct"	"correct"
"7780"	"Frag: Zimmer für 3 Nächte"	"7780.wav"	"a room for three nights"	"a room for three nights"	"correct"	"correct"
"7781"	"Frag: Zimmer für 3 Nächte"	"7781.wav"	"i would like a room for three nights"	"i would like room for three nights"	"correct"	"correct"
"7782"	"Frag: Doppelzimmer"	"7782.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"7783"	"Sag: Ich möchte mit Postkarte bezahlen"	"7783.wav"	"i want pay with post card"	"i want pay with post card"	"incorrect"	"correct"
"7784"	"Sag: Ich möchte mit Postkarte bezahlen"	"7784.wav"	"i would like to pay by post card"	"i would like to pay by post card"	"correct"	"correct"
"7785"	"Sag: Ich möchte mit Postkarte bezahlen"	"7785.wav"	"i would like pay by post card"	"i would like pay by post card"	"incorrect"	"correct"
"7786"	"Frag: Gibt es ein Schwimmbad?"	"7786.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"
"7787"	"Frag: Wo ist das Schwimmbad?"	"7787.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"7788"	"Frag: Zimmer für 3 Nächte"	"7788.wav"	"i would like a room for three nights"	"i would like a room for three nights"	"correct"	"correct"
"7789"	"Frag: Zimmer für 3 Nächte"	"7789.wav"	"i'd like a room for three nights"	"i'd like a room for three nights"	"correct"	"correct"
"7790"	"Frag: Junior Suite"	"7790.wav"	"i'd like a junior suite"	"i'd like a junior*z suite"	"correct"	"correct"
"7791"	"Sag: Ich möchte mit Mastercard bezahlen"	"7791.wav"	"i would like pay by mastercard"	"i would like pay by mastercard"	"incorrect"	"correct"
"7792"	"Frag: Gibt es eine Hotelbar?"	"7792.wav"	"is there a hotel bar"	"is there a hotel bar"	"correct"	"correct"
"7793"	"Frag: Wo ist die Hotelbar?"	"7793.wav"	"where is the hotel bar"	"where is the hotel bar"	"correct"	"correct"
"7794"	"Sag: Mein Zimmer ist dreckig"	"7794.wav"	"my room is dirty"	"my room is dirty"	"correct"	"correct"
"7795"	"Sag: Im Zimmer hat es keinen Haarföhn"	"7795.wav"	"in the room there isn't a hairdryer"	"in the room there isn't a hairdryer"	"correct"	"correct"
"7796"	"Sag: Im Zimmer hat es keinen Haarföhn"	"7796.wav"	"i could not find any hairdryer"	"i could*z not find any hairdryer"	"correct"	"correct"
"7797"	"Frag: Wo kann ich einen Haarföhn kaufen?"	"7797.wav"	"where can i buy a hairdryer"	"where can i buy a hairdryer*z"	"correct"	"correct"
"7798"	"Frag: Wo kann ich einen Haarföhn kaufen?"	"7798.wav"	"where can i buy a hairdryer"	"where can i buy a hairdryer"	"correct"	"correct"
"7799"	"Frag: Wo kann ich einen Haarföhn kaufen?"	"7799.wav"	"where can i buy a hairdryer"	"where can i buy a hairdryer"	"correct"	"correct"
"7800"	"Frag: Zimmer für 1 Woche"	"7800.wav"	"i would like a room for one week"	"i would like a room for one week"	"correct"	"correct"
"7801"	"Frag: Doppelzimmer"	"7801.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"7803"	"Frag: Gibt es einen Coiffeur?"	"7803.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"7804"	"Frag: Wo ist der Coiffeur?"	"7804.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"7805"	"Frag: Wo ist der Coiffeur?"	"7805.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"7806"	"Sag: Ich habe keine Reservation"	"7806.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"7807"	"Sag: Ich habe keine Reservation"	"7807.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7808"	"Frag: Zimmer für 4 Nächte"	"7808.wav"	"i would like a room for four nights"	"i would like a room for four nights"	"correct"	"correct"
"7809"	"Frag: Suite"	"7809.wav"	"i would like a suite"	"i would like a suite"	"correct"	"correct"
"7810"	"Sag: Ich möchte mit Mastercard bezahlen"	"7810.wav"	"i would like pay by mastercard"	"i would like pay by mastercard"	"incorrect"	"correct"
"7811"	"Sag: Ich möchte mit Mastercard bezahlen"	"7811.wav"	"i would like pay by mastercard"	"i would like pay by mastercard"	"incorrect"	"correct"
"7812"	"Frag: Gibt es einen Lebensmittelladen?"	"7812.wav"	"is there a swimming pool"	"is there a greengrocers"	"incorrect"	"incorrect"
"7813"	"Frag: Gibt es einen Lebensmittelladen?"	"7813.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"7814"	"Frag: Gibt es einen Lebensmittelladen?"	"7814.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"7815"	"Sag: Ich habe keine Reservation"	"7815.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7816"	"Sag: Ich habe keine Reservation"	"7816.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7817"	"Sag: Ich habe keine Reservation"	"7817.wav"	"i haven't got a reservation"	"i haven't got a reservation"	"correct"	"correct"
"7819"	"Sag: Ich habe keine Reservation"	"7819.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7820"	"Sag: Ich habe keine Reservation"	"7820.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"7821"	"Sag: Ich habe keine Reservation"	"7821.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7822"	"Sag: Ich habe keine Reservation"	"7822.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7823"	"Frag: Zimmer für 3 Nächte"	"7823.wav"	"i would like a room for three nights"	"i would like a room for three nights"	"correct"	"correct"
"7824"	"Frag: Doppelzimmer"	"7824.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"7825"	"Sag: Ich möchte mit Mastercard bezahlen"	"7825.wav"	"i would like pay by card"	"i would like pay by card"	"incorrect"	"correct"
"7826"	"Sag: Ich möchte mit Mastercard bezahlen"	"7826.wav"	"i would like pay by mastercard"	"i would like pay by mastercard"	"incorrect"	"correct"
"7827"	"Frag: Gibt es einen Lift?"	"7827.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"7828"	"Frag: Wo ist der Lift?"	"7828.wav"	"where is the lift"	"where is the lift"	"correct"	"correct"
"7829"	"Sag: Ich habe keine Reservation"	"7829.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7830"	"Sag: Ich habe keine Reservation"	"7830.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7831"	"Sag: Ich habe keine Reservation"	"7831.wav"	"i have not reservation"	"i have not reservation"	"incorrect"	"correct"
"7832"	"Sag: Ich habe keine Reservation"	"7832.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7833"	"Sag: Ich habe keine Reservation"	"7833.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"7834"	"Sag: Ich habe keine Reservation"	"7834.wav"	"i have not reservation"	"i have not reservation"	"incorrect"	"correct"
"7835"	"Frag: 1 Musical-Ticket"	"7835.wav"	"i would like one movie ticket"	"i would like one movie ticket"	"incorrect"	"incorrect"
"7836"	"Frag: 1 Musical-Ticket"	"7836.wav"	"i would like one musical ticket"	"i would like one musical ticket"	"correct"	"correct"
"7837"	"Frag: ein Ticket für Mittwochabend"	"7837.wav"	"i would like tickets for wednesday evening"	"i would like tickets for wednesday evening"	"correct"	"correct"
"7838"	"Frag: 1 Ticket für das Phantom der Oper"	"7838.wav"	"i would like one ticket for the phantom der please"	"i would like one ticket for the phantom der*v oper*v"	"incorrect"	"correct"
"7839"	"Sag: Ich möchte in der achten Reihe sitzen"	"7839.wav"	"i would like sit on the eight series"	"i would like sit on the eight series*z"	"incorrect"	"incorrect"
"7840"	"Sag: Ich möchte in der achten Reihe sitzen"	"7840.wav"	"i want to sit in the eighth row"	"i want to sit in the eight row"	"correct"	"correct"
"7841"	"Frag: Tickets für Madame Tussauds"	"7841.wav"	"i would like tickets for madame tussauds"	"i would like tickets for madame tussauds"	"correct"	"correct"
"7842"	"Frag: 4 Tickets"	"7842.wav"	"i would like four tickets"	"i would like four tickets"	"correct"	"correct"
"7843"	"Frag: 1 Musical-Ticket"	"7843.wav"	"i would like one musical ticket"	"i would like one musical ticket"	"correct"	"correct"
"7844"	"Frag: ein Ticket für Dienstagabend"	"7844.wav"	"i would like one ticket for tuesday evening"	"i would like one ticket for tuesday evening"	"correct"	"correct"
"7845"	"Frag: 1 Ticket für das Phantom der Oper"	"7845.wav"	"i would like one ticket for the phantom der <unk>"	"i would like one ticket for the phantom der*z oper*z"	"incorrect"	"correct"
"7846"	"Sag: Ich möchte in der neunten Reihe sitzen"	"7846.wav"	"i want sit on the nine row"	"i want sit on the nine row"	"incorrect"	"correct"
"7847"	"Sag: Ich möchte in der neunten Reihe sitzen"	"7847.wav"	"i would like to sit in the ninth row"	"i would like to sit in the ninth row"	"correct"	"correct"
"7848"	"Frag: Tickets für die National Gallery"	"7848.wav"	"i would like tickets for the national gallery"	"i would like tickets for the national gallery*z"	"correct"	"correct"
"7849"	"Frag: 1 Ticket"	"7849.wav"	"i would like one ticket"	"i would like one ticket"	"correct"	"correct"
"7850"	"Frag: 3 Musical-Tickets"	"7850.wav"	"i would like three musical tickets"	"i would like three musical ticket"	"incorrect"	"correct"
"7851"	"Frag: 3 Musical-Tickets"	"7851.wav"	"i would like three musical tickets"	"i would like three musical tickets"	"correct"	"correct"
"7852"	"Sag: Ich möchte am Montagabend gehen"	"7852.wav"	"i would like to go on monday evening"	"i would like go on monday evening"	"correct"	"correct"
"7853"	"Frag: 3 Tickets für König der Löwen"	"7853.wav"	"i would like three tickets for king of the lion"	"i would like three tickets for könig*v der*v löwen*v"	"incorrect"	"incorrect"
"7854"	"Frag: 3 Tickets für König der Löwen"	"7854.wav"	"i would like three tickets for king the leo"	"i would like three tickets for king the lion*v"	"incorrect"	"correct"
"7856"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"7856.wav"	"i want to sit on second row"	"i want to sit on second row"	"incorrect"	"correct"
"7857"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"7857.wav"	"i would like to sit in the second row"	"i would like to sit in the second row"	"correct"	"correct"
"7858"	"Frag: Tickets für die National Gallery"	"7858.wav"	"i would like tickets for the national gallery"	"i would like ticket for the national gallery*z"	"incorrect"	"correct"
"7859"	"Frag: Tickets für die National Gallery"	"7859.wav"	"i would like tickets for the national gallery"	"i would like ticket for the national gallery"	"incorrect"	"correct"
"7860"	"Frag: 2 Tickets"	"7860.wav"	"i would like two tickets"	"i would like two tickets"	"correct"	"correct"
"7861"	"Frag: 3 Tickets nach London"	"7861.wav"	"i would like three tickets to london"	"i would like three tickets to london"	"correct"	"correct"
"7862"	"Sag: Ich möchte am Dienstag abreisen"	"7862.wav"	"i would like to leave on tuesday"	"i would like to leave on tuesday"	"correct"	"correct"
"7863"	"Sag: Ich heisse James"	"7863.wav"	"my name is james"	"my name is james"	"correct"	"correct"
"7864"	"Sag: Ich bin aus Frankreich"	"7864.wav"	"i am from france"	"i am from france"	"correct"	"correct"
"7865"	"Frag: 3 Tickets nach London"	"7865.wav"	"i would like three tickets to london"	"i would like three tickets to london"	"correct"	"correct"
"7866"	"Sag: Ich möchte um 19 Uhr morgen abreisen"	"7866.wav"	"i would like to leave tomorrow on seven o'clock"	"i would like leave tomorrow on seven o'clock"	"incorrect"	"correct"
"7867"	"Sag: Ich heisse Andy"	"7867.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"7868"	"Sag: Ich bin aus Spanien"	"7868.wav"	"i am from spain"	"i am from spain"	"correct"	"correct"
"7869"	"Frag: 6 Tickets nach London"	"7869.wav"	"i would like six tickets to london"	"i would like six tickets to london"	"correct"	"correct"
"7870"	"Sag: Ich möchte nächste Woche abreisen"	"7870.wav"	"i would like leave next week"	"i would like leave next week"	"incorrect"	"correct"
"7871"	"Frag: Wie viel kostet es?"	"7871.wav"	"how much is it"	"how much is it"	"correct"	"correct"
"7872"	"Frag: Wie viel kostet es?"	"7872.wav"	"how much cost"	"how much cost"	"incorrect"	"correct"
"7873"	"Frag: Wie viel kostet es?"	"7873.wav"	"how much does it cost"	"how much does it cost"	"correct"	"correct"
"7876"	"Sag: Das ist okay"	"7876.wav"	"this is okay"	"this is okay"	"correct"	"correct"
"7877"	"Sag: Ich heisse Maddalena"	"7877.wav"	"my name is maddalena"	"my name is maddalena"	"correct"	"correct"
"7878"	"Sag: Ich bin aus der Schweiz"	"7878.wav"	"i'm from switzerland"	"i'm from switzerland"	"correct"	"correct"
"7879"	"Frag: ein Ticket nach London"	"7879.wav"	"i would like one ticket to london"	"i would like one ticket to london"	"correct"	"correct"
"7880"	"Sag: Ich möchte am Samstagnachmittag abreisen"	"7880.wav"	"i would like to leave on sunday afternoon"	"i would like leave on sunday afternoon"	"incorrect"	"incorrect"
"7881"	"Sag: Ich heisse Thomas"	"7881.wav"	"my name is thomas"	"my name is thomas*z"	"correct"	"correct"
"7882"	"Sag: Ich bin aus Deutschland"	"7882.wav"	"i'm from germany"	"i'm from germany*z"	"correct"	"correct"
"7883"	"Frag: 2 Tickets nach London"	"7883.wav"	"i would like two tickets to london"	"i would like two tickets to london"	"correct"	"correct"
"7884"	"Sag: Ich möchte am Samstagabend abreisen"	"7884.wav"	"i would like leave on saturday evening"	"i would like leave on saturday evening"	"incorrect"	"correct"
"7885"	"Sag: Ich heisse Paolo"	"7885.wav"	"my name is paolo"	"my name is paolo"	"correct"	"correct"
"7886"	"Sag: Ich bin aus Schottland"	"7886.wav"	"i'm from scotland"	"i'm from scotland"	"correct"	"correct"
"7887"	"Frag: 6 Tickets nach London"	"7887.wav"	"i would like six tickets to london"	"i would like six tickets to london"	"correct"	"correct"
"7888"	"Sag: Ich möchte am Dienstag abreisen"	"7888.wav"	"i would like leave on tuesday"	"i would like leave on tuesday"	"incorrect"	"correct"
"7889"	"Sag: Ich heisse Patrick"	"7889.wav"	"my name is patrick"	"my name is patrick"	"correct"	"correct"
"7890"	"Sag: Ich bin aus der Schweiz"	"7890.wav"	"i'm from switzerland"	"i'm from switzerland"	"correct"	"correct"
"7891"	"Frag: 4 Tickets nach London"	"7891.wav"	"i would like four tickets to london"	"i would like four tickets to london"	"correct"	"correct"
"7892"	"Sag: Ich möchte am Freitag abreisen"	"7892.wav"	"i would like leave on friday"	"i would like leave on friday"	"incorrect"	"correct"
"7893"	"Sag: Ich heisse Patrick"	"7893.wav"	"my name is patrick"	"my name is patrick"	"correct"	"correct"
"7894"	"Sag: Ich bin aus der Schweiz"	"7894.wav"	"i'm from switzerland"	"i'm from switzerland"	"correct"	"correct"
"7895"	"Frag: 6 Tickets nach London"	"7895.wav"	"i would like six tickets to london"	"i would like six tickets to london"	"correct"	"correct"
"7897"	"Sag: Ich heisse Maddalena"	"7897.wav"	"my name is maddalena"	"my name is maddalena"	"correct"	"correct"
"7898"	"Sag: Ich bin aus Italien"	"7898.wav"	"i'm from italy"	"i'm from italy"	"correct"	"correct"
"7899"	"Frag: 4 Tickets nach London"	"7899.wav"	"i would like four tickets to london"	"i would like four tickets to london"	"correct"	"correct"
"7900"	"Sag: Ich möchte am Donnerstagmorgen abreisen"	"7900.wav"	"i would like leave on thursday morning"	"i would like leave on thursday morning"	"incorrect"	"correct"
"7901"	"Frag: Wie viel kostet es?"	"7901.wav"	"how much does it cost"	"how much does it cost"	"correct"	"correct"
"7903"	"Sag: Das ist okay"	"7903.wav"	"this is okay"	"this is okay"	"correct"	"correct"
"7904"	"Sag: Ich heisse Maddalena"	"7904.wav"	"my name is maddalena"	"my name is maddalena"	"correct"	"correct"
